glossary_id,term,category,definition,tkdl_original_term,source_url,verification_status
GLOS-0222,Madya,Bhai¾ajya Kalpan¢,Any intoxicating material or substance. Specifically refers to fermented alcoholic preparations.,Madya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0223,Mahābhūta,Maulika Siddh¢nta,"The term literally refers to gross eternal elements.These are the basic building blocks of existence. The building blocks of matter combine in an infinite variety of proportions such that each form of matter is unique. It is the smallest divisible part of matter which forms the universe.The universe has a miniature representation in human body.The five gross elements include: Earth (P¨thv¤), Water (Jala), Fire (Teja), Air (V¢yu) and Space (¡k¢ºa). Each of these five is related to a chief sense of perception and has a chief property. Collectively, these are termed as Pa®camah¢bh¦ta.",Mah¢bh¦ta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0224,Mahākaṣāya,Dravyagu´a,"Ka¾¢ya signifies the Drugs having thearapeutic value. Mah¢ka¾¢ya is the term coined by Caraka for classification of the drugs and it refers to a group of drugs which are used for similar purpose and have similar therapeutic action. Mah¢ka¾¢ya are named on the basis of the therapeutic actions and uses of that particular group. About fifty groups have been mentioned in the ancient texts which have therapeutic value. For example, Balya (strength promoting),   Vedana Sth¢pana(pain alleviating) etc.",Mah¢ka¾¢ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0225,Majjā,Racan¢ ¹¢r¤ra,"One of the seven bodily constituents (Dh¢tu), it is derived from Asthi Dh¢tu (Bone) and is generative of ¹ukra (Semen). It is the oleating material which fills the cavities and pores of bones; it is located especially in the internal cavity of big bones.  From its location, it is comparable with the bone marrow. Its main function is to provide strength to the body. It also nourishes the ¹ukra (Sperm), which is the final constituent.The diseases  caused by its vitiation include pain in finger joints, giddiness and loss of consciouness etc.",Majj¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0226,Mala,¹¢r¤rakriy¢,"The term is derived frm the Dh¢tu M¨ which means to cleanse and purify. It refers to products of digestion and tissue metabolism which are polluting agents i.e. which, unless expelled, render the body impure. As a component of life's triad, these are the basic constituents of living organism and equally contribute to sustenance & proper functioning of the body, in a way similar to Do¾a and Dh¢tu. Their formation is mandatory for the maintainence of health and excretion is equally important as these toxify if retained. Pur¤¾a (Faeces), M¦tra (Urine) and Sveda (Sweat) are the main Malas in the body.",Mala,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0227,Mana,¹¢r¤rakriy¢,"Derived from the verbal root M¨ which means to think. It is the term for psychic energy, spirit or elemental force of nature which gives individuality to the person. It refers to the instinctive mind or the seat of desire. It is the entity responsible for generation of knowledge. It is the governer of all senses. It is regarded as the eleventh Indriya, also known as Ubhayendriya as it shares the characterstics of coginition as well as action. Forms a part of Trida´²a (Tripod) on which the individual rests and functions. It has specific characterstics viz Ekatva (Solitude) and A´utva (Subtleness). Analysis, thinking, imagination are some of the specific functions of Mana.",Mana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0228,Manda,Dravyagu´a,"One of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedik pharmaceutics, the term literally means slow'. It is the property of P¨thv¤ & Jala Mah¢bh¦ta. The drugs having this property act slowly. It provokes the Kapha and pacifies the Pitta. For example Gu²uc¤ (Tinospora cordifolia).",Manda,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0229,Maīda,Bhai¾ajya Kalpan¢,"Refers to rice water. It is regarded as a preparation where one part of rice (¹¢li Dh¢nya) is boiled with fourteen parts of water till rice is properly cooked. Thereafter water is filtered, i.e. taken without rice grains. It optimises the digestive fire.",Ma´da,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0230,Maṛdāgni,K¢yacikits¢,"Signifies diminished digestive capacity or low digestive fire. A type of imbalance of Ja°har¢gni(digestive fire), which occurs due to vitiation of Kapha. It is a condition in which food taken even in normal quantity can not be digested or metabolised. It is caused by practice of diet & activity which vitiate Kapha, e.g; sleeping during day time, drinking too much water, improper food habits and suppression of natural urges. It is mentioned as the root cause of multiple disorders. See Agni also.",Ma¼d¢gni,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0231,Maṛtra,K¢yacikits¢,"Sa¼sk¨ta term derived from the root ''Mana' meaning mind and suffix ''Tra' meaning tool. The term literally refers to mind tool i.e. instrument of thought. It signifies sacred phrases or sounds that are endowed with special power for health and spiritual development.These may be chanted loudly or repeated silently to produce significant results. Ma¼tras quieten the mind, harmonize the inner self and stimulate latent spiritual qualities. Incantation of specific Ma¼tras has been mentioned to be useful for treatment of psychic disorders. It forms a part of Daiv¤ Cikits¢ mentioned in ancient therapeutics.",Ma¼tra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0232,Mardana,Rasaº¢stra,The process of trituration of drugs generally the metals & minerals to a fine state of division with or without prescribed liquid,Mardana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0233,Marma,Racan¢ ¹¢r¤ra,"The term refers to vital spots/lethal or mortal spots in the body where the vital forces are cocerntrated. These are sensitive and vulnerable. Injury to such spots results in permanent deformity to the organ or death. Anatomically, these are places where flesh (M¢¼sa), veins (Sir¢) and arteries (Dhaman¤) are intimately associated. ¡yurveda emphasises one hundred and seven (107) points in the human body which are of great importance. According to the risk involved, these have been furthur classified into Sadyapr¢´ahara (instant killers), K¢l¢ntarapr¢´ahara (causing death after some interval), Viºalyaghna (causing death as soon as the foreign body is removed), Vaikalyakara (causing permanent loss or deformity of the organ), Ruj¢kara (causing intense pain in the affected region). The knowledge of the mortal spots in the human body is very essential especially for the surgeon and the topic has been mentioned to comprise half the scope of the Surgery in Ayurveda.",Marma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0234,Mastu,Bhai¾ajya Kalpan¢,"Curd water. It is liquid seprated from yoghurt. It is used both externally and internally in ancient therapeutics. Ingredient of many pharmaceutical preparations, it has also been mentioned as Anup¢na.",Mastu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0235,Medā,Racan¢ ¹¢r¤ra,"Sa¼sk¨ta term for fat or adipose tissue. It is one of the seven bodily constituents (Dh¢tu), derived from M¢¼sa (flesh) and is precursor of the Asthi Dh¢tu (bones). Its chief locus is the belly; it supports the body and contributes to its firmness. It nourishes the bones, cools the system through prespiration. Among the disease involving the constituent are thirst, dryness of mouth,   palate and throat, burning sensation in the body, numbness of limbs and lack of energy.",Med¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0236,Māraīa,¹¢r¤rakriy¢,"Sa¼sk¨ta term for intellect. Literally means that which bears intelligence. It is the mental power, intelligence or wisdom.   See Buddh¤ also.",M¢ra´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0237,Medhya,Dravyagu´a,"Generalised term signifying pharmacological action of drugs on various areas of mental functions. These herbs enhance the mental & intellectual ability. Such herbs act on each individual aspect of mental ability & hence improve ability to learn, retain and recall information and also the coordination between these aspects. For example; Br¢hm¤ (Bacopa monnieri) and ¹a¬khapu¾p¤ (Convolvulus pluricaulis).",Medhya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0238,Mithyāyoga,Roga Nid¢na,"Literally means improper proportion. Regarded as one of the cause of the disorders in ¡yurveda, it signifies improper physical, mental and vocal activity, i.e; improper application of mind, speech and physical activity by an individual. The same has also been mentioned for the seasons and the food habits. For example, climatic features of one season occuring in another is the improper proportion of K¢la while untrue, untimely, harsh speech indicates Mithy¢yoga of speech (V¢cika). Such coordinations result in undesirable results causing disease.",Mithy¢yoga,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0239,Mśdu,Dravyagu´a,"One of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmaceutics, the term literally refers to softness. It is the property of ¡k¢ºa  and Jala. The herbs having the property are easy to process, digest and soften the waste products. Such drugs enhance Kapha and pacify the V¢ta and Pitta.",M¨du,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0240,Mūhūrta,Maulika Siddh¢nta,"Literally means ''moment of an hour'.  The term signifies a period of time or a certain division of a day or night. There are at least three m¦h¦rta systems. The first defines one m¦h¦rta as 1/8th of a day or night (90 minutes in a 12-hour night), the second as 1/15th of a day or night (48 minutes), and the third as 1/16th of a day or night (45 minutes). M¦h¦rta also refers to the astrological science of determining the most auspicious periods for specific activities. See Br¢hmam¦h¦rta also.",M¦h¦rta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0241,Mūla,Maulika Siddh¢nta / Dravyagu´a,"Literally meaning ''root' or 'foundation'.  The root, base or bottom or basis of an object etc. Also refers to foundational, original or causal, as in M¦la Grantha, i.e. original text.  As for the part of a plant in ¡yurvedika pharmacogonosy, the term refers to the root of a plant.",M¦la,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0242,Mūrcchā,Roga Nid¢na,"Sa¼sk¨ta term for fainting or unconsciousness. A disease caused by vitiation of Tama, which causes blockage of sensory pathways along with other Do¾a, leading to loss of mental perception of pleasure or pain. Regarded as first stage of coma.",M¦rcch¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0243,Nābhi,Racan¢ ¹¢r¤ra,"Sa¼sk¨ta term for navel or the umblicus. One of the ten specific life spots- the Daºapr¢´¢yatana (seat of vital air), it is also the site of one of the six energy Cakras known as Ma´ip¦ra Cakra. It is a Sadyaª Pr¢´ahara Marma (instantly fatal) in nature. It corresponds to deep vital structures in the navel region.",N¢bhi,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0244,Nāå¤,Racan¢ ¹¢r¤ra,"Literally means tubular stalk or flute, the term refers to a duct, vein or artery in human body, specifically used for pulse or radial artery . It also signifies the fine energy channels through which movement and impulses are controlled. Hence, it is used for the nerve fibres within the human body.There are three main N¢å¤s namely Iå¢, Pi¬gal¢ and Su¾umn¢. Su¾umn¢ is the major nerve bundle which passes through the spinal column while Iå¢ and Pi¬gal¢ intertwine the spinal column.",N¢å¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0245,Nāå¤ Par¤kṣā,Roga Nid¢na,"One of the A¾°avidha Par¤k¾¢, the term stands for pulse examination. It is unique amongst all systems of diagnosis in the world as it is not merely the counting of the pulse rate but is an art as well as science which helps to assess the Do¾ika equilibrium in the body and thus in diagnosis and thereafter treatment of the individual. It is conducted early in the morning on empty stomach. Pulse is examined at the root of the thumb, one A¬gula below Ma´ibandha Sandh¤ by examining the radial artery pulse. The index, middle and ring fingers are used. V¢ta Do¾a is examined by tip of index finger, Pitta by tip of middle finger and Kapha by tip of ring finger. The pulse rhythm varies in accordance with the patient's bodily condition (hunger, thirst, sleep and stage of digestion); environmental conditions (exposure to sun, cold & breeze); and mental state (anger, sorrow, joy).",N¢å¤ Par¤k¾¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0246,Nāå¤ Svedana,K¢yacikits¢,"Steam kettle sudation. A type of local thermal fomentation, wherein the herbs are boiled to prepare decoction over low flame in a pressure cooker or kettle. The steam thus produced is passed through a hose and directed towards the desired body part. It is effective in joint pains, muscle spasm, spondylitis & paralysis.",N¢å¤ Svedana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0247,Nānātmaja Roga,K¢yacikits¢,"A disease caused by single Do¾a which is predominant, i.e. either of V¢ta, Pitta or Kapha. ''Anatamaja' pertains to the one which is not produced by self. Here, the prefix ''N¢'  representing ''not' has been added to the term ''An¢tmaja'; and literally the term means the disease which is produced from ones own self or a single Dosa only. Eighty types of V¢ta, forty of Pitta & twenty types of Kapha N¢n¢tmaja disorders have been described in classical texts.",N¢n¢tmaja Roga,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0248,Nasya,K¢yacikits¢,"One of the five major therapeutic procedures mentioned in Pa®acakarma, ''Nasa'  means nose and the term Nasya signifies nasal application of herbal medicines .The nose is the doorway to the ¹ira or the brain. It is a specific treatment for every disorder arising above the collarbone (Urdhvajatrugata) and can be given in healthy individuals as well. It consists of an oil massage of head, neck and shoulders, combined with fomentation of that area and thereafter, the medicines are administered through the nostrils in specific quantity. The therapy cleanses the nostrils and sinuses of accumulated mucous and toxins and strengthens the nervous system.  Ayurveda recommends this treatment for strengthening the whole respiratory apparatus, eliminating sinus trouble and reducing congestion in the head and chest as well as tension in the neck. An excess of bodily humors accumulated in the sinus, throat, nose or head area are eliminated by means of the nearest possible opening, the nose. Nasya is of three types, purgative (¹odhana), nourishing (B¨ha¼´a) and palliative (¹amana). For each ailment a substance that gives desirable result is selected. See",Nasya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0249,¹irovirecana also.,Nid¢na Roga Nid¢na,"Sa¼sk¨ta term that refers to aetiology or the initiator of the disorder as well as diagnosis of the disease. It is a factor both in genesis as well as the knowledge of the disease.What seed is to the sprout, Nid¢na is to the disease. It signifies all the aetiological factors whether endogenous, exogenous, immediate or distant.",¹irovirecana also.,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0250,Nidāna Pañcaka,Roga Nid¢na,"Etiological pentads. The term signifies the five fold methodology for examination or the five steps of the Roga Par¤k¾¢ which are the means of understanding the genesis of the disease.These are employed for proper diagnosis of the disorder. It includes Nid¢na (aetiological factors), P¦rvar¦pa (porodromal signs), R¦pa (signs & Symptoms), Upaºaya (therapeutics tests) and Sampr¢pti (pathogenesis). Though employed collectively for proper diagnosis, they are significant individually also and are applicable in different states of the disease management.",Nid¢na Pa®caka,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0251,Nidrā,¹¢r¤rakriy¢,"Sa¼sk¨ta term for sleep. When the mind is afflicted by ''Tama' at night, the Kapha Do¾a increases and natural sleep is inflicted. When organs of coginition and action, i.e. Manaª and Indriya are fatigued, these are withdrawn from their respective functions & become inactive; both mind and the body go to rest. As a result the individual's interaction with the surroundings comes to a halt. Regarded as one of the three leading pillars of healthy living (Upastambha), it is also a basic instinct and is an essential requirement for life and good health.",Nidr¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0252,Nija Roga,Roga Nid¢na,"Innate, internal or one's own. Refers to endogenous (systemic) disorders caused due to derangement of Dosha-dhatu equilibrium and other intrinsic factors of the body due to faulty diet and lifestyles.",Nija Roga,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0253,Nirāma,Roga Nid¢na,"The term signifies the one which is free from ¡ma. The Do¾a may be aggravated in such conditions but it is compartively easier to balance the vitiated Do¾a, as no pre-therapy of D¤pana - P¢cana drugs is required. (S¢ma with ¡ma).",Nir¢ma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0254,Niruha Basti,K¢yacikits¢,See ¡sth¢pana Basti.,Niruha Basti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0255,Niryāsa,Dravyagu´a,Sa¼sk¨ta term for exudates from the medicinal plants.,Niry¢sa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0256,Niyama,Svasthav¨tta,"The personal do's and donts. Literally the term means to restrain, regulate, control or check. ''Ni' refers to within and ''Yama' refers to self restraint. Second limb of A¾°¢¬ga Yoga, it signifies the art of self purification, i.e. right conduct towards oneself. It involves keeping one's mind free from anxiety, depression, low self-esteem, doubts, and negative mental states such as hatred, anger and pride. It also implies eliminating these negative qualities and re-establishing positive ones through constructive observances which include - Santo¾a (contentment), ¹auca (purity), Sv¢dhy¢ya (self-discipline), Tapas (austerity) and £ºvara Pr¢´idh¢na (devotion to god).",Niyama,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0257,Ojas,¹¢r¤rakriy¢,"Bodily strength, ability or the vital power. It is the invisible source of life force or vigour that imparts energy to the individual. It is the superfine essence of bodily tissues (Dh¢tu), rightly called as life sap. Ojas is positive, nurturing energy that boosts the immune, nervous, endocrine and psychological systems in the individual. It is the outcome of proper digestion of nourishing foods in the body. Hence, a nourishing diet combined with excellent digestion is the key to building Ojas. It is of two types Para-Ojas & Apara-Ojas. Former is located in H¨daya (heart) and measures A¾°a Bindu (eight drops) in quantity whereas the other is distributed all over the body and measures Ardh¢®jali (half of the folded hollow of the hand) quantity. It corresponds to the immune functions of the body. Physically, it is white in colour, with slightly yellow and red tinge and is of the nature of Kapha. It has ten specific pharmacodynamical properties - Madhura (sweet), ¹¤ta (cold), M¨du (soft), Snigdha (unctuous), Bahal(abundant),¹lak¾´a  (smooth), Picchila (slimy), Guru (heavy), Manda (dull/not fast)  & Prassana (clear).",Ojas,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0258,Ojokṣaya,Roga Nid¢na,"Literally means Depletion of Ojas. It is a condition which occurs due to the excessive loss and wasting of Ojas. It is manifested as loss of consciousness, wasting of muscles, wasting of bones, stupor, delirium, loss of memory and even death. Many scholars have correlated the condition with AIDS (Aquired Immuno deficiency Syndrome). See Ojas also.",Ojok¾aya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0259,Ojomeha,Roga Nid¢na,A Sa¼sk¨ta term which literally means excretion of Ojas in the urine and refers to Madhumeha (diabetes mellitus) as the disease is also characterised by loss of vitality. See Madhumeha also.,Ojomeha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0260,Pācakāgni,¹¢r¤rakriy¢,See Ja°har¢gni.,P¢cak¢gni,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0261,Pacaka Pitta,¹¢r¤rakriy¢,"One of the five sub-types of Pitta (fire) that digests food (Pacati). Situated in the region between the stomach and the intestines, it is the essence behind the digestive fire. It is responsible for all the steps of digestion, till the extraction of the S¢ra or essence from food. It is the basis and support of the other forms of Pitta. When aggravated, it causes indigestion which results in hyperacidity and ulcers. If impaired, it causes poor absorption and low digestive fire. It can be compared to the digestive enzymes, hepatic bile or bile with pancreatic juice in particular.",Pacaka Pitta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0262,Pacana,Dravyagu´a / ¹alya Ta¼tra,"One of the pharmacodynamic actions of drug mentioned in ¡yurvedika pharmacology. Literally the term denotes digestion or the drugs capable of digesting ¡ma toxins and undigested residues. The drugs increase the secretion of digestive juices and help directly in digestion of food but they do not enhance the gastric fire and therefore do not stimulate appetite. For example, N¢gakeºara (Mesua ferrea). The drugs having the action are also termed as Pacan¤ya'.  2. In ¹alya Ta¼tra, it is the eighth measure for the treatment of wounds and stands for ripening'.  It refers to procedures which aid suppuration and help in dehydrating wounds.",Pacana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0263,Padārtha,Maulika Siddh¢nta,"Literally the term refers to the meaning of a word. But specifically the term stands for the  matter'.  A Pad¢rtha is an object of valid knowledge which can be thought of or perceived (Artha) and named (Pada). All things which exist and all objects of experience are hence Pad¢rtha. Simple substances are eternal and independent (K¢ra´a Dravya). Compound substance is dependent and transitory. There are six Pad¢rtha or categories in theist philosophy of Vaiºe¾ika which are also accepted in ¡yurveda. They are Dravya (substance), Gu´a (quality), Karma (activity), S¢m¢nya (generality or similarity amongst objects), Viºe¾a (difference or dissimilarity amongst objects) and Samav¢ya (inseparable inherence). In ¡yurveda they are classified on basis of therapeutic importance as S¢m¢nya, Viºe¾a, Drayva, Gu´a, Karma and Samav¢ya.",Pad¢rtha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0264,Pañcagavya,K¢yacikits¢,"Five important products obtained from cow which includes milk (Dugdha), curd (Dadhi), clarified butter (Gh¨ta), urine (M¦tra) and dung (Gomaya). These components may be used alone or in combination with other herbs for treatment of diseases. Their use is therapeutic as well as in auspicious rituals. Their properties are believed to strengthen our immune system. Formulations such as Pa®cagavya Gh¨ta and Kaly¢´aka Gh¨ta have been specifically mentioned in psychiatric disorders like Unm¢da & Apasm¢ra.",Pa®cagavya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0265,Pañcakarma,K¢yacikits¢,"Sa¼sk¨ta term wherein Pa®ca'   stands for five and Karma' stands for therapeutic measures; thereby the term collectively signifies a pentad of therapeutic procedures for  bio-purification & rejuvenative therapies to detoxify the body and to revitalise the entire system. A collective expression for Sa¼ºodhana Cikitsa, it is a curative management plan for diseases. It may be employed before the start of treatment procedures for many disorders as the body needs to be cleansed of impurities and rejuvenated in health before it can be treated for complex health problems. Apart from it, Pa®cakarma on its own is also a cure to many problems. The therapy involves five cleansing procedures namely: Vamana (emesis), Virecana (purgation), ¡sth¢pana Basti (non-oily cleansing enema), Anuv¢sana Basti (nourishing & oleation enema) and Nasya (nasal therapies). These practices are extremely helpful in relieving chronic & deep seated diseases as well as beneficial for preserving and improving physical and mental health. Some scholars alsoincule Raktamok¾a´a (therapeutic blood letting) in it.",Pa®cakarma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0266,Pañcamahābhūta,Maulika Siddh¢nta,See Mah¢bh¦ta.,Pa®camah¢bh¦ta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0267,Pañcā¬ga,Dravyagu´a,"Pa®ca stands for five and A¬ga for parts, the term signifies five useful parts of plant, i.e. plant as a whole including the root, leaves, stem, fruits and flowers. The active principles of the plant are distributed in all these parts.",Pa®c¢¬ga,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0268,Pañcavidha Kaṣāya Kalpanā,Bhai¾ajya Kalpan¢,"Literally the term means five fundamental methods for pharmaceutical preparations. These in decreasing order of potency include - Svarasa (expressed juice of plants/parts), Kalka (paste), Kv¢tha (decoction), Hima (cold infusion) & Ph¢´°a (hot infusion). These are the basic five ideas on which the branch of Bhai¾ajya Kalpan¢ is based. All the future developments in this branch were further proliferations of the Pa®acavidha Ka¾¢yaKalpan¢. As above formulations had a short shelf life, there was a need for developing secondary formulations. Drugs used for the preparations are grouped as M¢haka¾¢ya.",Pa®cavidha Ka¾¢ya Kalpan¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0269,Pāī²u,Roga Nid¢na,"The term is used to depict a colour arising due to combination of white & yellow, like the flower of Ketaki or the screw pine, (Pandanus tectorius). It is also used to signify the yellowish discoloration of skin due to deficiency of the blood as in anaemia & hyperbilirubinemia.",P¢´²u,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0270,Pārada,Rasaº¢stra,"Sa¼sk¨ta term for the metal mercury. Literally it means the one that enables a person to achieve salvation by overcoming the wordly affairs. It is an important metal used in ¡yurveda which forms the basis of Rasaº¢stra. Though Mercury is a heavy metal and regarded unsafe for consumption in modern medicine, it is an important part of Indian system of medicine. The Rasa Yoga or mercurial organo- mineral formulations are regarded as better and fast acting in very small doses and are therefore widely prescribed. It is processed' through a laborious and multi-layered sequence of cleansing with herbs and distillation which render it safe for consumption. Other synonyms of mercury include Rasa, Rasendra, S¦ta and Miºraka.",P¢rada,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0271,Par¤kṣā,Maulika Siddh¢nta,"Literally the term stands for examination'. In ¡yurveda, it refers to parameters of investigation and diagnosis. For this, three fold (Trividha), six (½a²vidha), eight (A¾°avidha) and tenfold (Daºavidha) methods of examination have been mentioned in ¡yurveda. The three fold examination has been given utmost importance as it forms the basis of all other types. It includes: Darºana (inspection/see & observe), Sparºana (touch/palpation), and Praºna (inquire by asking questions) Par¤k¾¢. Caraka mentions ¡ptopadeºa (theoretical knowledge), Pratyak¾a (practical or Darºana Par¤k¾¢) & Anum¢na (observation & inferences) as three specific methods for examination.",Par¤k¾¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0272,Pariīāma,Roga Nid¢na,"The third major cause of disease. It literally means the end product or transformation. It refers to the changes that take place in the external environment during the various periods of day and seasons of the year. The cyclic changes have corresponding effects on the humans, which can be countered by following seasonal and daily regimens as mentioned in ancient texts. If a person does not modify the lifestyle accordingly, then discordance will arise and lead to a diseased state. It can be more specifically defined as being out of harmony with the rhythms and cycles of nature.",Pari´¢ma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0273,Pariṣeka,K¢yacikits¢,"It means to sprinkle or to pour. It is a procedure in which medicated liquids like Taila, Gh¨ta, milk or plain water etc are sprinkled or poured in form of Dh¢r¢ or continous stream over the affected body part or the whole body with the help of a cloth dipped in fluid or a vessel, preferably earthen, through a hole in its base. It relieves pain, stiffness and heaviness in the body. It is one of the types of external oleation or fomentation therapies and has been included in Vra´a Cikitsa as well. Pizhichil therapy employed in Keral¤ya Pa®cakarma is similar to it.",Pari¾eka,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
