glossary_id,term,category,definition,tkdl_original_term,source_url,verification_status
GLOS-0274,Parpa°¤,Rasaº¢stra,"Literally the term signifies a thin flake '. A medicinal preparation of mercury and sulphur ( Kajjali ) prepared by heating it alone or with other drugs over mild heat with a small amount of Gh¨ta till it melts and thereafter pouring the melted liquid on a banana leaf which is placed over a fresh cowdung cake. It is then covered with another leaf and gently pressed with a pouch made of cow dung. Thereafter it is allowed to cool and flakes of medicine are taken out and powdered. Regarded as the best medicine for gastro-intestinal disorders especially for Graha´¤ (irritable bowel syndrome), it is administered in form of Kalpa, i.e. for a specific period of time in a specified dose and dietary regimens. Such preparations preserve their potency indefinitely.",Parpa°¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0275,Paṇcāt Karma,K¢yacikits¢,"It refers to the procedures/specific methodology to be followed after the main therapeutic procedure or the Pradh¢na Karma has been accomplished.1.In K¢yacikitsa, it refers to the rehabilitative measures following the Pa®cakarma therapy and includes the measures to be followed immediately after the therapy, i.e. the Sa¼sarjana Krama (normalising diet) and Parih¢ra Vi¾aya (following the specific do's & donts).  2. In ¹alya Tamtra, all post-operative procedures are included under it.",Paºc¢t Karma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0276,Pathya,K¢yacikits¢,"Literally it means that what is beneficial'. It refers to specific dietary as well as lifestyle regimes which are compatible for a person in health or for the one suffering from a specific disease. It signifies the diet and regimen, which does not impair the body's systems, is pleasing for the mind and needs to be advocated during the course of the disorder. It depends upon the nature of disease or diseased, season and the predominant Do¾a. Commonly mentioned as the do's of the disorder; it has been mentioned as eqivalent to Au¾adh¤ (medicine) as it plays a crucial role in management of the disorder. Because of its benefits to the person as a whole, it is also termed as S¢tmya. See Pathya-Apathya also.",Pathya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0277,Pathya-Apathya,K¢yacikits¢,"A unique concept of ¡yurveda which defines what diet is to taken; what life style is to be followed (Pathya) and what not to follow (Apathya). The concept has been given great emphasis in ¡yurveda. Pathya in disease is worth a thousand medicines and no amount of medication can be beneficial to a patient who does not follow the Pathya prescribed for it, as it itself is a complete medicine. Following of Apathya ever in a healthy person is unwholesome and in the sick person it is highly harmful.",Pathya-Apathya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0278,Peyā,Bhai¾ajya Kalpan¢,"Thin gruel of rice along with solid portion. It is prepared by boiling one part of coarsely ground rice with fourteen parts of water, till rice particles become soft. Pey¢ is light for digestive system, thus enhances digestive capacity and is the first meal eaten in Sa¼sarjana Krama",Pey¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0279,Phāī°a,Bhai¾ajya Kalpan¢,"It is the fifth and last Pa®cavidha Ka¾¢ya Kalpan¢, least potent of all and light for digestion. It is prepared by adding four parts of hot boiled water to one part of coarsely ground herb/s. Thereafter the drug is kept at room temperature for some time, churned well, filtered and supernatant is used. The shelf life of the drug is short and it should be consumed while it is still hot. Prescribed dose for intake is about ninety six milli litres.",Ph¢´°a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0280,Piī²a Svedana,K¢yacikits¢,"The term Pi´²a signifies a round or oval pellet, mass or body; and Svedana signifies fomentation. It refers to fomentation procedure performed with a bolus or pouch made of over cooked rice or paste of medicated herbs or sand. It tones the muscles and improves the circulation. The treatment is helpful especially in case of musculo-skeletal disorders. It removes stiffness and provides nourishment to the body. If the bolus of sand is used for fomentation, it is termed as B¢luk¢ (sand) Sveda.",Pi´²a Svedana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0281,Piṣ°I,Rasaº¢stra,"Literally means fine processed powder. It is a pharmaceutical preparation, usually of minerals prepared by triturating the drug with specified liquids under sun or moonlight, if specified. These preparations preserve their potency indefinitely. They are regarded as the An¢gnik¨ta Bhasma or calcined drugs prepared without thermal application.",Pi¾°I,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0282,Pitta,¹¢r¤rakriy¢,"One of the three bodily humours (Do¾a). The term is derived from the root Tap' which means to burn or to agitate'. Pitta is the representative of the fire in the human body. It is the ¡yurvedika principle of heat energy which governs all the chemical changes & metabolic transformations in the mind and body. Principally located in the middle part of the body between heart and umblicus, it is composed of Teja (fire) and Jala (water).In balance, it promotes understanding and intelligence. Otherwise it arouses anger, hatred and jealousy. It has five subtypes: Ra®jaka, S¢dhaka, Bhr¢jaka, P¢caka and ¡locaka.  2.  Pitta (Mala of Rakta) is byproduct of Rakta Dh¢tu.  It can be regarded as hepatic bile as the symptoms of Pitta V¨ddhi or its aggravation are similar to hyperbilirubinemia, e.g. yellow discolouration of skin, urine, feaces etc.  It is related with blood as far as the location and physical properties are concerned.  As a waste product it needs to be eliminated from the system as otherwise it may vitiate blood.",Pitta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0283,Prākśta,¹¢r¤rakriy¢,The one that is natural. It refers to the bodily constituents and processes that are physiological and not pathological.,Pr¢k¨ta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0284,Prāīa,¹¢r¤rakriy¢,"Literally the term stands for the life energy which keeps the body alive and healthy. In ¡yurveda the term collectively refers to fire (Agni), moon (Soma), wind (V¢yu), Satva, Raja, Tama (Trigu´a), five sense organs (J®¢nendriya) and the empirical soul (¡tm¢). These twelve components constitute the vital life forces.",Pr¢´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0285,Prāīa Vāyu,¹¢r¤rakriy¢,"V¢yu is a Sa¼sk¨ta term meaning air'  or breath'. Pr¢´a is the term for vital energy' the one which makes  life and all physical activities possible. The term collectively means the foremost or primary air'  or nervous force. One of the five subtypes of V¢ta, it is located in the regions of head, nose, tongue and the chest. Pr¢´a has mainly an inward movement. It serves to bring the external air, food and water inward; i.e. ingestion and inspiration. It moves downward through the throat to the chest. Breath is the external manifestation of Pr¢´a. It governs inhalation and swallowing as well as sneezing, spitting and belching. It governs the intake of impressions through the five senses that reside mainly in the head.",Pr¢´a V¢yu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0286,Prāīayāma,Svasthav¨tta,"A combination of the Sa¼sk¨ta words Pr¢´a meaning life energy and ¡y¢ma meaning control or mastering. The term literally refers to the art of mastering the vital life force, i.e. the breath. It signifies the scientific breathing exercises which involve modulation and control of inhalation, exhalation and the retention of the vital energy. It helps in increasing the mental and physical endurance. It is the path to deeper relaxation and meditation and purifies the blood, vitalizes the internal organs and provides complete relaxation to the nervous system. It has been mentioned as the fourth principle of A¾°¢¬ga Yoga.",Pr¢´ay¢ma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0287,Prabhāva,Maulika Siddh¢nta,"The effect or prominent, peculiar, specific mode of action of an herb. It is the power of drug to manifest action in its unique way. According to ¡yurveda, a drug produces effect in the body on the basis of its Rasa (taste), Gu´a (physio-chemical properties), V¤rya (potency) and Vip¢ka (drug metabolism) collectively or by the most dominant one out of these suppressing the weak. However, when Rasa, Gu´a, V¤rya, and Vip¢ka in a substance are found similar as in another substance, but in action the two substances differ, it is attributed to the Prabh¢va' of that drug. For example, Dant¤ (Baliospermum montanum) has the same Rasa, Vip¢ka, V¤rya & Gu´a as Citraka (Plumbago zeylanica). But Dant¤ produces Virecana (purgation) while Citraka does not. Therefore, the action of purgation found in Danti can be attributed to its Prabh¢va.",Prabh¢va,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0288,Pradhāna,Maulika Siddh¢nta,"Sa¼sk¨ta term derived from the root Pra' meaning before' as the prefix and the verbal root dha' meaning to place'. Thus the term signifies the one which is placed first, or is in a primal position. It is used as a prefix in many terms, for example, Pradh¢na K¢ra´a (leading cause), Pradh¢na Lak¾a´a (cardinal sign), Pradh¢na Karma (main action) etc.",Pradh¢na,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0289,Pradhāna Karma,K¢yacikits¢,"Means the main therapeutic procedure or action. It is preceeded by P¦rva Karma and follwed by Paºc¢tKarma. 1. In K¢yacikitsa refers to  Pa®ca Karma  and signifies the five main bio-purificatory procedures, i.e.Vamana (therapeutic emesis), Virecana (therapeutic purgation), Anuv¢sana (oleation enema), Niruha (non-oleation  enema) and Nasya (nasal insufflation). 2. In ¹alya Ta¼tra, refers to the main operative procedure.",Pradh¢na Karma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0290,Prajñāparādha,Roga Nid¢na,"One of the three important causes of disease mentioned in ¡yurveda. Praj®¢ signifies correct knowledge, wisdom or intellect and Apar¢dha means crime or ''going against'.  Hence the term refers to improper use of intellect or acting against correct knowledge. More specifically, it refers to a volitional transgression of right conduct. It is improper physical, vocal, and mental activity which results due to loss of Dh¤ (discrimination), Dh¨ti (conviction), and Sm¨ti (memory). It always leads to fallacious information, wrong conclusions and hazardous actions and hence disease. See Dh¤, Dh¨ti, Sm¨ti also.",Praj®¢par¢dha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0291,Prakopa,Roga Nid¢na,"Literally means aggravation or vitiation. Second Kriy¢K¢la.  The term refers to second stage of disease manifestation characterized by provocation or aggravation of Do¾a at their usual or specific sites only, not spreading further. The vitiated Do¾a increases quantitatively accompanied with qualitative decrease. As a result, they provoke and irritate the local tissues.The end stage results in subtle physical and mental pre-symptoms produced by the vitiated Do¾a, but no recognizable features of any specific disease. This is a fully reversible stage.",Prakopa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0292,Prakśti,¹¢r¤rakriy¢,"Literally means nature'  or natural form. Pra' means beginning, commencement or source of origin; and K¨ti' means to perform or to form. Collectively the terms means natural form' or original form' or original source. It refers to unique psychosomatic constitution of an individual. Prak¨ti is determined by a unique combination of the Trido¾a & Trigu´a.  Both ¹¢r¤rika (physical) as well as M¢nasika (mental) Prak¨ti have been mentioned in ¡yurveda. However ¹¢r¤rika Prak¨ti has been given prime importance as far as diagnosis and treatment are concerned. ¡yurveda considers that Prak¨ti is formed at the time of inception of life on the basis of dominanat Do¾a and does not alter during the later phases.The predominant Do¾a can be any one of the three, two combined together or all the three in a balanced form, thus forming seven types of constitutions: V¢ta, Pitta, Kapha, V¢ta-Pitta,V¢ta-Kapha, Pitta-Kapha and Sannip¢taja. ¡yurveda places emphasis on understanding the particular constitution of an individual as the basis for prescribing a healing regimen. With the unique constitution determined by the physician, recommendations for diet, lifestyle, and therapy can be made accordingly.",Prak¨ti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
